Epoch: 001, Loss: 54.7506, Val Acc: 0.5099
Epoch: 128, Loss: 0.2908, Val Acc: 0.8445
Epoch: 129, Loss: 0.2904, Val Acc: 0.8441
Epoch: 130, Loss: 0.2902, Val Acc: 0.8450
Epoch: 131, Loss: 0.2898, Val Acc: 0.8447
Epoch: 132, Loss: 0.2895, Val Acc: 0.8446
Epoch: 133, Loss: 0.2893, Val Acc: 0.8452
Epoch: 134, Loss: 0.2890, Val Acc: 0.8452
Epoch: 135, Loss: 0.2887, Val Acc: 0.8452
Epoch: 136, Loss: 0.2884, Val Acc: 0.8450
Epoch: 137, Loss: 0.2881, Val Acc: 0.8455
Epoch: 138, Loss: 0.2879, Val Acc: 0.8458
Epoch: 139, Loss: 0.2876, Val Acc: 0.8459
Epoch: 140, Loss: 0.2874, Val Acc: 0.8459
Epoch: 141, Loss: 0.2871, Val Acc: 0.8459
Epoch: 142, Loss: 0.2869, Val Acc: 0.8452
Epoch: 143, Loss: 0.2866, Val Acc: 0.8455
Epoch: 144, Loss: 0.2864, Val Acc: 0.8461
Epoch: 145, Loss: 0.2862, Val Acc: 0.8460
Epoch: 146, Loss: 0.2859, Val Acc: 0.8462
Epoch: 147, Loss: 0.2857, Val Acc: 0.8464
Epoch: 148, Loss: 0.2855, Val Acc: 0.8465
Epoch: 149, Loss: 0.2853, Val Acc: 0.8463
Epoch: 150, Loss: 0.2851, Val Acc: 0.8463
Test Accuracy: 0.8474
